Item name	Val	Category
Sorcerer Drape of Spirit	0.64	Gear
Spiked Chain Cloak of the Bear	0.64	Gear
Sturdy Quarterstaff of the Bear	0.64	Gear
Thick Scale Shield of the Bear	0.64	Gear
War Knife of Healing	0.64	Gear
Warmonger's Belt of the Whale	0.64	Gear
Willow Pants of the Falcon	0.64	Gear
Battering Hammer of the Boar	0.62	Gear
Battle Slayer of Strength	0.62	Gear
Buccaneer's Robes of Stamina	0.62	Gear
Dervish Tunic of Stamina	0.62	Gear
Elder's Cloak of Stamina	0.62	Gear
Grinning Axe of Strength	0.62	Gear
Hefty Battlehammer of the Boar	0.62	Gear
Infantry Leggings of Power	0.62	Gear
Ivycloth Robe of Stamina	0.62	Gear
Ivycloth Tunic of Stamina	0.62	Gear
Massive Battle Axe of Strength	0.62	Gear
Oak Mallet of Strength	0.62	Gear
Quartz Ring of Fire Resistance	0.62	Gear
Raider's Belt of Strength	0.62	Gear
Raider's Gauntlets of Strength	0.62	Gear
Raider's Legguards of Strength	0.62	Gear
Renegade Boots of Stamina	0.62	Gear
Robust Cloak of Stamina	0.62	Gear
Sage's Cloak of Stamina	0.62	Gear
Scouting Buckler of Strength	0.62	Gear
Sentinel Boots of Stamina	0.62	Gear
Short Bastard Sword of the Tiger	0.62	Gear
Soldier's Boots of Stamina	0.62	Gear
Soldier's Leggings of Strength	0.62	Gear
Superior Bracers of Stamina	0.62	Gear
Thick Scale Bracelets of the Boar	0.62	Gear
Viking Sword of Stamina	0.62	Gear
War Torn Tunic of Strength	0.62	Gear
Wolf Rider's Boots of Stamina	0.62	Gear
Aboriginal Loincloth of the Eagle	0.6	Gear
Barbaric Battle Axe of Agility	0.6	Gear
Barbaric Battle Axe of the Eagle	0.6	Gear
Barbaric Battle Axe of the Wolf	0.6	Gear
Barbed Club of Shadow Wrath	0.6	Gear
Bard's Boots of the Gorilla	0.6	Gear
Birchwood Maul of the Eagle	0.6	Gear
Brackclaw	0.6	Gear
Brackwater Boots	0.6	Gear
Bright Belt	0.6	Gear
Bright Robe	0.6	Gear
Bright Sphere	0.6	Gear
Buccaneer's Bracers of Intellect	0.6	Gear
Buccaneer's Cape of the Eagle	0.6	Gear
Burnished Tunic	0.6	Gear
Cadet Shield of Agility	0.6	Gear
Curved Dagger of Agility	0.6	Gear
Curved Dagger of Power	0.6	Gear
Cutthroat's Buckler of Shadow Wrath	0.6	Gear
Edged Bastard Sword of the Eagle	0.6	Gear
Edged Bastard Sword of the Wolf	0.6	Gear
Feral Gloves of the Eagle	0.6	Gear
Field Plate Girdle of the Whale	0.6	Gear
Forester's Axe of Agility	0.6	Gear
Forester's Axe of the Wolf	0.6	Gear
Fortified Cloak of the Eagle	0.6	Gear
Gleaming Claymore of Agility	0.6	Gear
Gleaming Claymore of the Eagle	0.6	Gear
Gleaming Claymore of the Wolf	0.6	Gear
Grunt Axe of Agility	0.6	Gear
Hook Dagger of Agility	0.6	Gear
Laced Mail Shoulderpads	0.6	Gear
Lambent Scale Breastplate	0.6	Gear
Merc Sword of Agility	0.6	Gear
Merc Sword of the Eagle	0.6	Gear
Merc Sword of the Wolf	0.6	Gear
Raider's Boots of the Gorilla	0.6	Gear
Raider's Cloak of the Eagle	0.6	Gear
Ridge Cleaver of Agility	0.6	Gear
Ritual Shroud of the Eagle	0.6	Gear
Scouting Cloak of Agility	0.6	Gear
Scouting Cloak of the Eagle	0.6	Gear
Scouting Cloak of the Wolf	0.6	Gear
Scouting Gloves of the Eagle	0.6	Gear
Seer's Robe	0.6	Gear
Shimmering Boots of the Eagle	0.6	Gear
Shimmering Cloak of Shadow Wrath	0.6	Gear
Shimmering Cloak of the Eagle	0.6	Gear
Silver-thread Gloves	0.6	Gear
Soldier's Gauntlets of the Eagle	0.6	Gear
Spiked Chain Leggings of the Eagle	0.6	Gear
Twin-bladed Axe of Agility	0.6	Gear
Twin-bladed Axe of the Eagle	0.6	Gear
Twin-bladed Axe of the Wolf	0.6	Gear
War Knife of Agility	0.6	Gear
War Knife of Shadow Wrath	0.6	Gear
Willow Robe of Shadow Wrath	0.6	Gear
Willow Robe of the Eagle	0.6	Gear
Wrangler's Gloves of the Eagle	0.6	Gear
Glimmering Mail Gauntlets	0.6	Gear
Emblazoned Bracers	0.6	Gear
Nightsky Mantle	0.6	Gear
Bluegill Breeches	0.6	Gear
Combat Cloak	0.6	Gear
Insignia Mantle	0.6	Gear
Insignia Belt	0.6	Gear
Silver-thread Rod	0.6	Gear
Ceremonial Leather Gloves	0.6	Gear
Windchaser Handguards	0.6	Gear
War Paint Cloak	0.6	Gear
Stonecloth Gloves	0.6	Gear
Buccaneer's Boots of the Owl	0.59	Gear
Native Pants of the Owl	0.59	Gear
Primal Leggings of the Owl	0.59	Gear
Simple Branch of the Owl	0.59	Gear
Simple Robe of the Owl	0.59	Gear
Aboriginal Footwraps of Frozen Wrath	0.58	Gear
Bandit Cinch of the Monkey	0.58	Gear
Bandit Gloves of the Monkey	0.58	Gear
Bard's Gloves of the Monkey	0.58	Gear
Bard's Trousers of the Monkey	0.58	Gear
Bard's Tunic of the Monkey	0.58	Gear
Dervish Bracers of the Monkey	0.58	Gear
Disciple's Vest of Frozen Wrath	0.58	Gear
Feral Shoes of the Monkey	0.58	Gear
Gigantic War Axe of the Monkey	0.58	Gear
Greenweave Gloves of the Monkey	0.58	Gear
Grizzly Jerkin of the Monkey	0.58	Gear
Grunt's Cape of the Monkey	0.58	Gear
Lupine Leggings of the Monkey	0.58	Gear
Lupine Slippers of the Monkey	0.58	Gear
Massive Battle Axe of the Monkey	0.58	Gear
Pioneer Trousers of the Monkey	0.58	Gear
Raider's Belt of the Monkey	0.58	Gear
Raider's Gauntlets of the Monkey	0.58	Gear
Raider's Legguards of the Monkey	0.58	Gear
Sage's Gloves of the Monkey	0.58	Gear
Scouting Trousers of the Monkey	0.58	Gear
Superior Belt of the Monkey	0.58	Gear
Superior Tunic of Spirit	0.58	Gear
Willow Belt of the Monkey	0.58	Gear
Willow Gloves of the Monkey	0.58	Gear
Aboriginal Loincloth of the Falcon	0.57	Gear
Sage's Pants of the Whale	0.57	Gear
Scouting Cloak of the Falcon	0.57	Gear
Bandit Jerkin of Stamina	0.56	Gear
Conjurer's Cloak of Fiery Wrath	0.56	Gear
Defender Boots of Stamina	0.56	Gear
Dervish Cape of Stamina	0.56	Gear
Giant Club of Stamina	0.56	Gear
Native Pants of Healing	0.56	Gear
Sage's Bracers of Fiery Wrath	0.56	Gear
Simple Branch of Healing	0.56	Gear
Bandit Cinch of the Bear	0.53	Gear
Bard's Bracers of Spirit	0.53	Gear
Bard's Buckler of the Tiger	0.53	Gear
Bard's Gloves of the Bear	0.53	Gear
Bard's Trousers of the Bear	0.53	Gear
Battle Slayer of the Bear	0.53	Gear
Birchwood Maul of the Gorilla	0.53	Gear
Bloodspattered Gloves of the Bear	0.53	Gear
Bloodspattered Loincloth of the Bear	0.53	Gear
Buccaneer's Boots of the Eagle	0.53	Gear
Buccaneer's Cape of Intellect	0.53	Gear
Cadet Shield of the Gorilla	0.53	Gear
Cadet Vest of the Gorilla	0.53	Gear
Conjurer's Bracers of Spirit	0.53	Gear
Conjurer's Vest of the Whale	0.53	Gear
Defender Cloak of the Boar	0.53	Gear
Defender Tunic of the Boar	0.53	Gear
Dervish Spaulders of Defense	0.53	Gear
Dwarven Magestaff of the Whale	0.53	Gear
Elder's Amber Stave of Spirit	0.53	Gear
Feral Buckler of the Tiger	0.53	Gear
Fortified Belt of the Boar	0.53	Gear
Fortified Bracers of the Bear	0.53	Gear
Fortified Leggings of the Boar	0.53	Gear
Gemmed Copper Gauntlets of Power	0.53	Gear
Gemmed Copper Gauntlets of the Tiger	0.53	Gear
Geomancer's Cord of the Whale	0.53	Gear
Greenweave Robe of Spirit	0.53	Gear
Grunt's Belt of the Bear	0.53	Gear
Grunt's Handwraps of the Eagle	0.53	Gear
Gypsy Tunic of Power	0.53	Gear
Huntsman's Armor of Nature's Wrath	0.53	Gear
Huntsman's Cap of Defense	0.53	Gear
Infantry Tunic of Power	0.53	Gear
Infiltrator Shoulders of Defense	0.53	Gear
Ivycloth Pants of Spirit	0.53	Gear
Jazeraint Gauntlets of Arcane Wrath	0.53	Gear
Jazeraint Leggings of Arcane Wrath	0.53	Gear
Lupine Leggings of the Bear	0.53	Gear
Marauder's Tunic of the Whale	0.53	Gear
Massive Battle Axe of the Bear	0.53	Gear
Medicine Staff of the Boar	0.53	Gear
Oak Mallet of the Bear	0.53	Gear
Outrunner's Cuffs of the Bear	0.53	Gear
Outrunner's Legguards of the Whale	0.53	Gear
Phalanx Breastplate of the Whale	0.53	Gear
Pioneer Trousers of the Bear	0.53	Gear
Primal Leggings of Agility	0.53	Gear
Raider's Belt of the Bear	0.53	Gear
Raider's Chestpiece of the Gorilla	0.53	Gear
Raider's Cloak of the Gorilla	0.53	Gear
Raincaller Boots of Spirit	0.53	Gear
Raincaller Mitts of Spirit	0.53	Gear
Ranger Cloak of Nature's Wrath	0.53	Gear
Regal Cloak of Arcane Wrath	0.53	Gear
Rigid Buckler of the Gorilla	0.53	Gear
Rigid Cape of Intellect	0.53	Gear
Royal Trousers of the Whale	0.53	Gear
Savage Axe of the Whale	0.53	Gear
Scouting Gloves of the Gorilla	0.53	Gear
Scouting Trousers of the Bear	0.53	Gear
Sentinel Shoulders of Defense	0.53	Gear
Sentinel Trousers of the Whale	0.53	Gear
Sentry's Sash of the Bear	0.53	Gear
Short Bastard Sword of Agility	0.53	Gear
Short Bastard Sword of the Wolf	0.53	Gear
Simple Branch of the Eagle	0.53	Gear
Simple Branch of the Wolf	0.53	Gear
Soldier's Gauntlets of the Gorilla	0.53	Gear
Soldier's Girdle of the Boar	0.53	Gear
Soldier's Leggings of the Bear	0.53	Gear
Soldier's Shield of the Gorilla	0.53	Gear
Sorcerer Gloves of the Whale	0.53	Gear
Sorcerer Sash of the Whale	0.53	Gear
Spiked Chain Wristbands of the Bear	0.53	Gear
Spiked Club of the Tiger	0.53	Gear
Sturdy Quarterstaff of the Boar	0.53	Gear
Superior Belt of the Bear	0.53	Gear
Superior Gloves of Spirit	0.53	Gear
Twilight Cowl of Arcane Wrath	0.53	Gear
Twilight Gloves of Spirit	0.53	Gear
Twilight Pants of the Whale	0.53	Gear
War Torn Tunic of the Bear	0.53	Gear
Willow Robe of Intellect	0.53	Gear
Bard's Boots of the Monkey	0.52	Gear
Superior Cloak of the Monkey	0.52	Gear
Willow Pants of the Monkey	0.52	Gear
Wrangler's Cloak of the Monkey	0.52	Gear
Aurora Cloak	0.5	Gear
Barbaric Cloth Vest	0.5	Gear
Barbed Club of Power	0.5	Gear
Barbed Club of Strength	0.5	Gear
Battle Knife of Stamina	0.5	Gear
Battleforge Cloak of Stamina	0.5	Gear
Birchwood Maul of Strength	0.5	Gear
Black Husk Shield	0.5	Gear
Black Metal Axe	0.5	Gear
Blackrock Gauntlets	0.5	Gear
Blackwater Cutlass	0.5	Gear
Brackwater Vest	0.5	Gear
Brashclaw's Chopper	0.5	Gear
Buccaneer's Boots of the Falcon	0.5	Gear
Burnished Gloves	0.5	Gear
Burnished Shield	0.5	Gear
Cadet Vest of Strength	0.5	Gear
Carving Knife of Power	0.5	Gear
Charger's Armor of the Tiger	0.5	Gear
Coral Claymore	0.5	Gear
Curved Dagger of Strength	0.5	Gear
Defender Bracers of Stamina	0.5	Gear
Defender Spaulders	0.5	Gear
Disciple's Robe of the Owl	0.5	Gear
Disciple's Stein of the Owl	0.5	Gear
Edged Bastard Sword of Strength	0.5	Gear
Feathered Cape	0.5	Gear
Forest Buckler	0.5	Gear
Forester's Axe of Strength	0.5	Gear
Fortified Chain of the Whale	0.5	Gear
Fortified Cloak of Strength	0.5	Gear
Glimmering Cloak	0.5	Gear
Goblin Mail Leggings	0.5	Gear
Goblin Screwdriver	0.5	Gear
Grunt Axe of Strength	0.5	Gear
Gypsy Trousers of Power	0.5	Gear
Gypsy Tunic of the Owl	0.5	Gear
Hide of Lupos	0.5	Gear
Hook Dagger of Strength	0.5	Gear
Jazeraint Boots of the Whale	0.5	Gear
Knight's Breastplate of the Whale	0.5	Gear
Long Crawler Limb	0.5	Gear
Magician Staff of Nature's Wrath	0.5	Gear
Merc Sword of Strength	0.5	Gear
Nightwalker Armor	0.5	Gear
Northern Shortsword of Power	0.5	Gear
Pioneer Tunic of the Owl	0.5	Gear
Privateer's Cape	0.5	Gear
Raider's Cloak of Strength	0.5	Gear
Raider's Gauntlets of the Bear	0.5	Gear
Raider's Shield of Stamina	0.5	Gear
Ravenwood Bow	0.5	Gear
Redridge Machete	0.5	Gear
Ridge Cleaver of Strength	0.5	Gear
Ritual Cape of the Owl	0.5	Gear
Riverpaw Leather Vest	0.5	Gear
Scouting Spaulders	0.5	Gear
Seer's Cuffs	0.5	Gear
Seer's Fine Stein	0.5	Gear
Shiver Blade	0.5	Gear
Short Ash Bow	0.5	Gear
Simple Branch of the Falcon	0.5	Gear
Simple Britches of the Owl	0.5	Gear
Soldier's Gauntlets of Strength	0.5	Gear
Soldier's Wristguards of the Bear	0.5	Gear
Spellbinder Orb	0.5	Gear
Twilight Boots of the Whale	0.5	Gear
Veteran Leggings	0.5	Gear
War Knife of Strength	0.5	Gear
Webwing Cloak	0.5	Gear
Wicked Spiked Mace	0.5	Gear
Willow Boots of the Owl	0.5	Gear
Ceremonial Leather Harness	0.5	Gear
Barbaric Cloth Robe	0.5	Gear
Warden's Wristbands	0.5	Gear
Insignia Cloak	0.5	Gear
Sanguine Cape	0.5	Gear
Mystic's Wrap	0.5	Gear
Noble's Robe	0.5	Gear
Scimitar of Atun	0.5	Gear
Barbaric Cloth Boots	0.5	Gear
Lambent Scale Boots	0.5	Gear
Scholarly Robes	0.5	Gear
Rugged Spaulders	0.5	Gear
Heavy Kodo Stew	0.5	Gear
Beastwalker Robe	0.5	Gear
Aurora Gloves	0.5	Gear
Resilient Cord	0.5	Gear
Bandit Pants of Spirit	0.48	Gear
Disciple's Stein of Healing	0.48	Gear
Imposing Belt of Defense	0.48	Gear
Ivycloth Bracelets of Fiery Wrath	0.48	Gear
Ivycloth Sash of Fiery Wrath	0.48	Gear
Medicine Staff of Fiery Wrath	0.48	Gear
Outrunner's Slippers of the Bear	0.48	Gear
Raider's Boots of the Bear	0.48	Gear
Shimmering Sash of Fiery Wrath	0.48	Gear
Simple Britches of Healing	0.48	Gear
Sturdy Quarterstaff of Fiery Wrath	0.48	Gear
Superior Buckler of the Bear	0.48	Gear
Willow Bracers of Fiery Wrath	0.48	Gear
Gypsy Trousers of the Owl	0.47	Gear
Barbaric Battle Axe of the Monkey	0.46	Gear
Birchwood Maul of the Monkey	0.46	Gear
Cadet Shield of the Monkey	0.46	Gear
Edged Bastard Sword of the Monkey	0.46	Gear
Feral Gloves of the Monkey	0.46	Gear
Fortified Spaulders of the Whale	0.46	Gear
Gleaming Claymore of the Monkey	0.46	Gear
Infantry Leggings of the Gorilla	0.46	Gear
Jagged Star of the Monkey	0.46	Gear
Merc Sword of the Monkey	0.46	Gear
Outrunner's Gloves of the Monkey	0.46	Gear
Phalanx Bracers of Stamina	0.46	Gear
Ridge Cleaver of the Monkey	0.46	Gear
Scouting Cloak of the Monkey	0.46	Gear
Scouting Gloves of the Monkey	0.46	Gear
Simple Branch of Intellect	0.46	Gear
Simple Robe of Intellect	0.46	Gear
Soldier's Gauntlets of the Monkey	0.46	Gear
Soldier's Shield of the Monkey	0.46	Gear
Stout Battlehammer of the Monkey	0.46	Gear
Twilight Mantle of Stamina	0.46	Gear
Twin-bladed Axe of the Monkey	0.46	Gear
Aboriginal Footwraps of the Eagle	0.45	Gear
Battleforge Boots of Defense	0.45	Gear
Beaded Britches of the Eagle	0.45	Gear
Burnished Leggings	0.45	Gear
Disciple's Robe of the Eagle	0.45	Gear
Disciple's Stein of Shadow Wrath	0.45	Gear
Disciple's Stein of the Eagle	0.45	Gear
Disciple's Stein of the Wolf	0.45	Gear
Disciple's Vest of Shadow Wrath	0.45	Gear
Disciple's Vest of the Eagle	0.45	Gear
Gemmed Copper Gauntlets of the Eagle	0.45	Gear
Gypsy Trousers of Healing	0.45	Gear
Gypsy Tunic of the Eagle	0.45	Gear
Gypsy Tunic of the Wolf	0.45	Gear
Pioneer Tunic of Agility	0.45	Gear
Pioneer Tunic of the Eagle	0.45	Gear
Seafarer's Pantaloons	0.45	Gear
Sergeant's Warhammer of Shadow Wrath	0.45	Gear
Simple Britches of the Eagle	0.45	Gear
Spiked Club of the Eagle	0.45	Gear
Willow Boots of Shadow Wrath	0.45	Gear
Willow Boots of the Eagle	0.45	Gear
Mystic's Slippers	0.45	Gear
Vibrant Silk Cape	0.45	Gear
War Paint Waistband	0.45	Gear
Battle Slayer of the Boar	0.44	Gear
Elder's Padded Armor of the Whale	0.44	Gear
Gigantic War Axe of the Boar	0.44	Gear
Grunt's AnkleWraps of the Boar	0.44	Gear
Massive Battle Axe of the Boar	0.44	Gear
Raider's Gauntlets of the Boar	0.44	Gear
Raider's Legguards of the Boar	0.44	Gear
Sentry's Sash of the Boar	0.44	Gear
Spiked Chain Wristbands of the Boar	0.44	Gear
Training Sword of the Tiger	0.44	Gear
Wicked Chain Chestpiece of the Whale	0.44	Gear
Cutthroat's Mantle of Stamina	0.43	Gear
Decapitating Sword of Stamina	0.43	Gear
Greenweave Vest of Stamina	0.43	Gear
Hefty Battlehammer of Stamina	0.43	Gear
Infantry Leggings of Strength	0.43	Gear
Aboriginal Footwraps of the Falcon	0.42	Gear
Bandit Cloak of the Owl	0.42	Gear
Barbaric Battle Axe of the Bear	0.42	Gear
Beaded Britches of the Falcon	0.42	Gear
Beaded Robe of the Owl	0.42	Gear
Birchwood Maul of the Bear	0.42	Gear
Cadet Shield of the Bear	0.42	Gear
Cadet Vest of the Bear	0.42	Gear
Captain's Shoulderguards of the Whale	0.42	Gear
Cavalier Two-hander of the Whale	0.42	Gear
Charger's Armor of the Eagle	0.42	Gear
Charger's Pants of the Bear	0.42	Gear
Deadly Kris of Arcane Wrath	0.42	Gear
Disciple's Pants of the Owl	0.42	Gear
Disciple's Stein of the Falcon	0.42	Gear
Edged Bastard Sword of the Bear	0.42	Gear
Feral Gloves of the Bear	0.42	Gear
Feral Leggings of the Bear	0.42	Gear
Forester's Axe of the Bear	0.42	Gear
Fortified Cloak of the Bear	0.42	Gear
Gleaming Claymore of the Bear	0.42	Gear
Gypsy Trousers of the Eagle	0.42	Gear
Gypsy Trousers of the Wolf	0.42	Gear
Gypsy Tunic of the Falcon	0.42	Gear
Jagged Star of the Bear	0.42	Gear
Merc Sword of the Bear	0.42	Gear
Native Robe of the Owl	0.42	Gear
Outrunner's Gloves of the Bear	0.42	Gear
Pathfinder Bracers of Spirit	0.42	Gear
Pathfinder Gloves of Spirit	0.42	Gear
Pioneer Tunic of the Falcon	0.42	Gear
Raider's Chestpiece of the Bear	0.42	Gear
Raider's Cloak of the Bear	0.42	Gear
Ranger Gloves of the Whale	0.42	Gear
Ridge Cleaver of the Bear	0.42	Gear
Rigid Gloves of the Bear	0.42	Gear
Sage's Robe of the Whale	0.42	Gear
Scouting Boots of the Whale	0.42	Gear
Sentinel Cloak of the Whale	0.42	Gear
Sentinel Girdle of the Whale	0.42	Gear
Soldier's Gauntlets of the Bear	0.42	Gear
Soldier's Shield of the Bear	0.42	Gear
Spiked Chain Leggings of the Bear	0.42	Gear
Stout Battlehammer of the Bear	0.42	Gear
Superior Leggings of the Whale	0.42	Gear
Twilight Armor of the Whale	0.42	Gear
Twin-bladed Axe of the Bear	0.42	Gear
Wrangler's Wristbands of the Whale	0.42	Gear
Aurora Boots	0.4	Gear
Bandit Cloak of Healing	0.4	Gear
Blackrock Mace	0.4	Gear
Buccaneer's Cord of Fiery Wrath	0.4	Gear
Buccaneer's Pants of Fiery Wrath	0.4	Gear
Burnished Boots	0.4	Gear
Burnished Bracers	0.4	Gear
Dark Runner Boots	0.4	Gear
Disciple's Pants of Healing	0.4	Gear
Disciple's Robe of Intellect	0.4	Gear
Disciple's Stein of Intellect	0.4	Gear
Disciple's Vest of Intellect	0.4	Gear
Disciple's Vest of the Owl	0.4	Gear
Dwarven Magestaff of Nature's Wrath	0.4	Gear
Feral Buckler of the Gorilla	0.4	Gear
Forest Leather Boots	0.4	Gear
Gemmed Copper Gauntlets of the Gorilla	0.4	Gear
Greenweave Gloves of Fiery Wrath	0.4	Gear
Gypsy Trousers of the Falcon	0.4	Gear
Hunting Tunic	0.4	Gear
Infantry Leggings of the Monkey	0.4	Gear
Inscribed Leather Bracers	0.4	Gear
Inscribed Leather Gloves	0.4	Gear
Inscribed Leather Spaulders	0.4	Gear
Lambent Scale Cloak	0.4	Gear
Native Pants of the Monkey	0.4	Gear
Nightsky Cloak	0.4	Gear
Northern Shortsword of Strength	0.4	Gear
Outrunner's Slippers of the Boar	0.4	Gear
Pioneer Tunic of Intellect	0.4	Gear
Prospector's Sash	0.4	Gear
Raider's Boots of the Boar	0.4	Gear
Ritual Belt of Fiery Wrath	0.4	Gear
Sage's Gloves of Fiery Wrath	0.4	Gear
Sergeant's Warhammer of Healing	0.4	Gear
Sergeant's Warhammer of Power	0.4	Gear
Shimmering Bracers of Fiery Wrath	0.4	Gear
Short Bastard Sword of the Eagle	0.4	Gear
Short Bastard Sword of the Monkey	0.4	Gear
Small Hand Blade	0.4	Gear
Sparkleshell Cloak of Defense	0.4	Gear
Spellbinder Robe	0.4	Gear
Spiked Club of the Gorilla	0.4	Gear
Spinel Ring of Nature Resistance	0.4	Gear
Stonemason Cloak	0.4	Gear
Veteran Armor	0.4	Gear
Veteran Gloves	0.4	Gear
Watcher's Cinch of Fiery Wrath	0.4	Gear
Willow Belt of Fiery Wrath	0.4	Gear
Willow Cape of Fiery Wrath	0.4	Gear
Willow Cape of the Owl	0.4	Gear
Willow Gloves of Fiery Wrath	0.4	Gear
Ancestral Robe	0.4	Gear
Tarantula Silk Sash	0.4	Gear
Burnished Pauldrons	0.4	Gear
Rat Cloth Cloak	0.4	Gear
Mo'grosh Toothpick	0.4	Gear
Slayer's Gloves	0.4	Gear
Lesser Belt of the Spire	0.4	Gear
Skeletal Gauntlets	0.4	Gear
Bloodspattered Shoulder Pads	0.4	Gear
Mystic's Robe	0.4	Gear
Orcish Cleaver	0.4	Gear
Black Metal Shortsword	0.4	Gear
Lupine Mantle	0.4	Gear
War Paint Shield	0.4	Gear
Tribal Vest	0.4	Gear
Captain's Bracers of the Whale	0.39	Gear
Conjurer's Shoes of the Whale	0.39	Gear
Darkmist Girdle of the Whale	0.39	Gear
Native Branch of Frozen Wrath	0.39	Gear
Scouting Tunic of the Whale	0.39	Gear
Thistlefur Cloak of the Whale	0.39	Gear
Bandit Cloak of Agility	0.38	Gear
Bandit Cloak of the Eagle	0.38	Gear
Bandit Cloak of the Wolf	0.38	Gear
Disciple's Pants of the Eagle	0.38	Gear
Native Robe of the Eagle	0.38	Gear
Training Sword of Agility	0.38	Gear
Training Sword of the Wolf	0.38	Gear
Bard's Buckler of Strength	0.37	Gear
Gemmed Copper Gauntlets of Strength	0.37	Gear
Greenweave Vest of Spirit	0.37	Gear
Gypsy Trousers of the Gorilla	0.37	Gear
Lupine Cord of Arcane Wrath	0.37	Gear
Raider's Bracers of Stamina	0.37	Gear
Ritual Leggings of Spirit	0.37	Gear
Scaled Cloak of Stamina	0.37	Gear
Sergeant's Warhammer of Strength	0.37	Gear
Short Bastard Sword of the Bear	0.37	Gear
Spiked Club of Strength	0.37	Gear
Sturdy Quarterstaff of Stamina	0.37	Gear
Superior Boots of Stamina	0.37	Gear
Willow Vest of Stamina	0.37	Gear
Buccaneer's Bracers of Fiery Wrath	0.36	Gear
Aboriginal Sash of the Whale	0.35	Gear
Amethyst Band of Frost Resistance	0.35	Gear
Amethyst Band of Nature Resistance	0.35	Gear
Ancient Cloak of the Whale	0.35	Gear
Archer's Belt of the Whale	0.35	Gear
Barbarian War Axe of the Whale	0.35	Gear
Barbaric Battle Axe of the Boar	0.35	Gear
Bard's Belt of the Whale	0.35	Gear
Bard's Bracers of the Whale	0.35	Gear
Bard's Buckler of the Monkey	0.35	Gear
Brashclaw's Skewer	0.35	Gear
Cadet Leggings of Power	0.35	Gear
Cadet Shield of the Boar	0.35	Gear
Cadet Vest of the Boar	0.35	Gear
Charger's Armor of Strength	0.35	Gear
Charger's Pants of the Boar	0.35	Gear
Conjurer's Bracers of the Whale	0.35	Gear
Conjurer's Gloves of the Whale	0.35	Gear
Disciple's Pants of the Falcon	0.35	Gear
Durable Pants of the Whale	0.35	Gear
Durable Shoulders of the Whale	0.35	Gear
Dwarven Hatchet of Power	0.35	Gear
Edged Bastard Sword of the Boar	0.35	Gear
Elder's Amber Stave of the Whale	0.35	Gear
Elder's Boots of the Whale	0.35	Gear
Elder's Mantle of the Whale	0.35	Gear
Emblazoned Buckler	0.35	Gear
Fortified Cloak of the Boar	0.35	Gear
Giant Tarantula Fang	0.35	Gear
Gleaming Claymore of the Boar	0.35	Gear
Gnoll Skull Basher	0.35	Gear
Gypsy Tunic of the Monkey	0.35	Gear
Headhunter's Spaulders of the Whale	0.35	Gear
Infantry Shield of the Tiger	0.35	Gear
Ivycloth Robe of the Whale	0.35	Gear
Ivycloth Tunic of the Whale	0.35	Gear
Knight's Boots of the Whale	0.35	Gear
Merc Sword of the Boar	0.35	Gear
Pagan Britches of the Whale	0.35	Gear
Phalanx Boots of Defense	0.35	Gear
Pioneer Tunic of the Monkey	0.35	Gear
Raider's Chestpiece of the Boar	0.35	Gear
Raider's Cloak of the Boar	0.35	Gear
Regal Gloves of the Whale	0.35	Gear
Renegade Belt of the Whale	0.35	Gear
Renegade Gauntlets of the Whale	0.35	Gear
Ridge Cleaver of the Boar	0.35	Gear
Sage's Cloak of the Whale	0.35	Gear
Sage's Mantle of the Whale	0.35	Gear
Scalping Tomahawk of Power	0.35	Gear
Simple Britches of the Monkey	0.35	Gear
Soldier's Armor of Power	0.35	Gear
Soldier's Boots of the Whale	0.35	Gear
Soldier's Shield of the Boar	0.35	Gear
Sorcerer Bracelets of the Whale	0.35	Gear
Spiked Chain Gauntlets of the Boar	0.35	Gear
Spiked Club of the Monkey	0.35	Gear
Superior Bracers of the Whale	0.35	Gear
Superior Shoulders of the Whale	0.35	Gear
Thistlefur Pants of the Whale	0.35	Gear
Twin-bladed Axe of the Boar	0.35	Gear
War Torn Pants of Power	0.35	Gear
Blackrock Pauldrons	0.35	Gear
Sanguine Trousers	0.35	Gear
Grizzly Pants of the Owl	0.34	Gear
Primal Wraps of the Owl	0.34	Gear
Bandit Cloak of Intellect	0.33	Gear
Dervish Boots of Nature's Wrath	0.33	Gear
Elder's Padded Armor of Arcane Wrath	0.33	Gear
Bandit Bracers of the Whale	0.32	Gear
Bandit Jerkin of the Whale	0.32	Gear
Battleforge Girdle of the Whale	0.32	Gear
Buccaneer's Orb of Spirit	0.32	Gear
Carving Knife of Healing	0.32	Gear
Charger's Armor of the Monkey	0.32	Gear
Dervish Cape of the Whale	0.32	Gear
Durable Bracers of Spirit	0.32	Gear
Geomancer's Bracers of the Whale	0.32	Gear
Gypsy Trousers of the Monkey	0.32	Gear
Infantry Tunic of the Bear	0.32	Gear
Infiltrator Cord of the Whale	0.32	Gear
Ivycloth Bracelets of Spirit	0.32	Gear
Medicine Staff of Spirit	0.32	Gear
Polished Zweihander of the Whale	0.32	Gear
Priest's Mace of Healing	0.32	Gear
Raincaller Scepter of Spirit	0.32	Gear
Renegade Bracers of the Whale	0.32	Gear
Robust Boots of Spirit	0.32	Gear
Scouting Bracers of Spirit	0.32	Gear
Shimmering Cloak of Fiery Wrath	0.32	Gear
Shimmering Trousers of the Whale	0.32	Gear
Sorcerer Cloak of the Whale	0.32	Gear
